Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['science academic librarian', 'academic libraries', 'donations', 'gift processing', 'library collections', 'budget', 'staff time', 'professional decisions']","['gift acceptance', 'negative aspects', 'academic libraries', 'Great amounts', 'librarian Gifts', 'Gifts bring', 'handling gifts', 'approach gifts', 'gift processing', 'altruistic nature', 'perfectly fit', 'donate materials', 'direct purchases', 'social relationships', 'donations willingly', 'library budget', 'large donations', 'libraries accept', 'main negative', 'science librarians', 'considered additional', 'additional routes', 'add money', 'staff time', 'make professional', 'professional decisions', 'evaluating proposed', 'general public', 'public continue', 'accept donations', 'processing space', 'public notions', 'proposed collections', 'science academic', 'academic science', 'library collections', 'Gifts']",0.13513513513513514,0.625,0.22222222222222224,8,37,0.2,0.125,0.15384615384615385,0.1,0.125,0.11111111111111112,0.13333333333333333,0.25,0.1739130434782609,0.5329085007177081,0.2167161692263112
"['survey', 'personalization']","['Good Web', 'online advice', 'Web design', 'dubious quality', 'detailed evaluations', 'factors-source credibility', 'understanding trust', 'information online', 'studies concerned', 'factors capable', 'qualitative account', 'house-hunters attempting', 'actively sought', 'key factors-source', 'predictability-are shown', 'article describes', 'find worthwhile', 'worthwhile information', 'study describes', 'sought advice', 'influencing people', 'Internet', 'online', 'advice', 'people', 'Good', 'Trust', 'Web', 'information', 'find', 'describes', 'study', 'personalization', 'quality', 'evaluations', 'process', 'credibility']",0.02702702702702703,0.5,0.05128205128205129,2,37,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3532053820772801,0.12631578947368421
"['special collections', 'small academic library', 'case study', 'acquisitions policies']","['small academic', 'academic library', 'special collections', 'academic environment', 'case study', 'raises questions', 'acquisitions policies', 'Decisions', 'collections department', 'academic', 'collections', 'special', 'small', 'library', 'department', 'effect', 'procedures', 'tale', 'case', 'study', 'acquired', 'developed', 'years', 'occurred', 'environment', 'adapted', 'raises', 'questions', 'development', 'acquisitions', 'policies']",0.0967741935483871,0.75,0.1714285714285714,4,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32118464857210993,0.09414910600255427
"['alternative routings', 'flexible manufacturing system', 'dispatching rules', 'finite buffer capacity', 'part mix ratios', 'average flow time']","['flexible manufacturing', 'changing part', 'part mix', 'mix ratios', 'local input', 'combined dispatching', 'manufacturing system', 'input buffers', 'performance measures', 'average delay', 'Simulation results', 'alternative routings', 'routeing strategies', 'machine utilization', 'buffer capacity', 'routeing policies', 'routeing plans', 'dispatching rules', 'paper deals', 'flow time', 'measures considered', 'routings dynamic', 'finite buffer', 'dynamic policy', 'average machine', 'average flow', 'routeing', 'alternative', 'average', 'dispatching', 'performance', 'combined', 'flexible', 'manufacturing', 'effect', 'changing', 'part']",0.05405405405405406,0.3333333333333333,0.09302325581395349,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3592446787391057,0.11871482176360225
"['management science', 'spreadsheets', 'quantitative modeling', 'decision support systems']","['management science', 'decision support', 'Teaching management', 'brighter future', 'education brought', 'support systems', 'decision models', 'enormous change', 'primary delivery', 'delivery vehicle', 'quantitative modeling', 'modeling techniques', 'current state', 'decision', 'future', 'management', 'science', 'support', 'education', 'LRB', 'RRB', 'spreadsheets', 'decade', 'educators', 'Teaching', 'bleak', 'models', 'enormous', 'change', 'outlook', 'beginning', 'renaissance', 'brought', 'primary', 'delivery', 'vehicle', 'quantitative']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.3267669247161496,0.07887772641062114
"['equilibrium model', 'industry evolution']","['personal computer', 'computer industry', 'industry Filson', 'firm numbers', 'peculiar patterns', 'process innovations', 'life cycle', 'industry-level data', 'cost improvements', 'previous life-cycle', 'paper studies', 'historical studies', 'industry evolution', 'equilibrium model', 'model explains', 'life-cycle models', 'model development', 'model estimates', 'industry', 'personal', 'computer', 'model', 'LRB', 'RRB', 'patterns', 'Filson', 'quality', 'evolution', 'studies', 'price', 'Product', 'numbers', 'quantity', 'industries', 'process', 'innovations', 'life']",0.05405405405405406,1.0,0.10256410256410257,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265145591820085,0.060833333333333336
"['information architecture', 'information architects', 'communal infrastructure', 'local professional groups']","['Information architecture', 'Practicing information', 'communal infrastructure', 'academic programs', 'difficult times', 'bit strange', 'widely accepted', 'accepted definition', 'local professional', 'degree-granting academic', 'vibrant group', 'professional groups', 'Information', 'architecture', 'LRB', 'RRB', 'Practicing', 'field', 'headed', 'mislabeled', 'thousands', 'infrastructure', 'ranging', 'self-organizing', 'library', 'programs', 'times', 'ahead', 'bit', 'strange', 'argue', 'considered', 'widely', 'accepted', 'definition', 'architects', 'number']",0.02702702702702703,0.25,0.04878048780487805,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961957677091362,0.08214285714285716
"['sliding mode control', 'switching variable', 'parameter variations', 'moving switching line', 'discrete output feedback', 'fast output sampling feedback', 'state feedback']","['switching line', 'moving switching', 'sliding mode', 'mode control', 'reaching phase', 'feedback sliding', 'initial conditions', 'output feedback', 'Discrete output', 'order systems', 'Simulation results', 'switching variable', 'predetermined switching', 'line technique', 'line approach', 'reaching law', 'guarantees sliding', 'sliding motion', 'control systems', 'sampling feedback', 'feedback guarantees', 'state feedback', 'output samples', 'fast output', 'output sampling', 'switching', 'parameter variations', 'extraneous disturbances', 'subsequently moved', 'main contributions', 'low sensitivity', 'results show', 'motion similar', 'sensitivity system', 'designed independent', 'initially designed', 'law approach']",0.08108108108108109,0.42857142857142855,0.13636363636363638,7,37,0.2,0.14285714285714285,0.16666666666666666,0.1,0.14285714285714285,0.11764705882352941,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.4201119948048695,0.14488864793742842
"['design to cost system', 'innovative product development', 'product cost modelling', 'design for automation', 'material selection module', 'process optimization module', 'design for assembly module', 'cost estimation module', 'user interface', 'machining', 'injection moulding', 'process planning']","['developed system', 'cost estimation', 'product cost', 'development Presents', 'moulding processes', 'manufacturing processes', 'machining processes', 'user interface', 'solid modelling', 'process planning', 'estimation report', 'design stage', 'machining parameters', 'prototype object-oriented', 'computer aided', 'injection moulding', 'main function', 'generate initial', 'improvement suggestions', 'suggestions based', 'case studies', 'material selection', 'process optimization', 'initial process', 'economical assembly', 'feasibility technique', 'high manufacturing', 'innovative product', 'product development', 'early design', 'aided design', 'provide design', 'design improvement', 'design feasibility', 'estimation module', 'cost modelling', 'manufacturing cost']",0.08108108108108109,0.25,0.12244897959183675,12,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45027254026781144,0.2132048559053806
"['machining frictional boundary conditions', 'fractals', 'aluminium alloy', 'tool rake face', 'cutting speed']","['fractals Presents', 'Presents experimental', 'aluminium alloy', 'conventional assumptions', 'machining frictional', 'fractal dimension', 'frictional boundary', 'boundary conditions', 'experimental evidence', 'tool-chip interface', 'challenges conventional', 'tool rake', 'rake face', 'cutting speed', 'non-Euclidean contact', 'contact geometry', 'machining', 'fractals', 'contact', 'geometry', 'dimension', 'Presents', 'Re-examining', 'alloy', 'assumptions', 'description', 'explored', 'frictional', 'boundary', 'conditions', 'experimental', 'evidence', 'existence', 'non-Euclidean', 'tool-chip', 'interface', 'aluminium']",0.08108108108108109,0.6,0.14285714285714288,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3412638879805726,0.09132813423136005
"['injection moulding', 'body forces', 'sources', 'boundary value problems']","['body forces', 'Darcy law', 'non-Newtonian flows', 'non-Newtonian Hele-Shaw', 'injection moulding', 'three-dimensional domain', 'pressure gradient', 'mathematical setting', 'LRB', 'RRB', 'basic equations', 'resulting equations', 'Hele-Shaw flows', 'nonlinear effect', 'formal derivation', 'formulation includes', 'weak solutions', 'general mathematical', 'Nonlinear systems', 'systems arising', 'forces', 'derive systems', 'body', 'sources', 'equations', 'Nonlinear', 'systems', 'nonisothermal', 'non-Newtonian', 'presence', 'Darcy', 'flows', 'problems', 'derive', 'paper', 'moulding', 'domain']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.32591754574251575,0.0795947177526125
"['bounded rationality', 'decision making', 'rational thinking', 'emotion']","['bounded rationality', 'Emotional arousal', 'high emotional', 'Kaufman Bruce', 'Bruce Kaufman', 'cognitive constraints', 'rational thinking', 'decision making', 'challenge Kaufman', 'long tradition', 'violent force', 'force hindering', 'hindering rational', 'paper aims', 'unidimensional idea', 'additional source', 'rationality', 'Kaufman', 'Emotional', 'contrasted emotion', 'bounded', 'LRB', 'RRB', 'arousal', 'claiming', 'source', 'high', 'Bruce', 'article', 'objective', 'constraints', 'reason', 'part', 'thinking', 'making', 'emotions', 'effects']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30442268518538185,0.07783605974395448
"['librarian', 'underground poetry', 'publishing', 'library collections', 'literature', 'culture']","['Underground poetry', 'including total', 'local focus', 'accompanying action', 'acquiring underground', 'powerful encounter', 'important role', 'acquisitions difficulties', 'difficulties encountered', 'unique publishing', 'publishing world', 'library collections', 'total immersion', 'collecting poetry', 'poetry', 'Underground', 'Strategies', 'literature', 'collecting', 'discussed', 'introduced', 'proposed', 'including', 'focus', 'action', 'librarian', 'powerful', 'encounter', 'important', 'role', 'culture', 'acquisitions', 'difficulties', 'unique', 'publishing', 'world', 'acquiring']",0.13513513513513514,0.8333333333333334,0.23255813953488372,6,37,0.2,0.16666666666666666,0.1818181818181818,0.3,0.5,0.37499999999999994,0.2,0.5,0.28571428571428575,0.5734787470434439,0.2106907894736842
"['operations research', 'nonlinear programming']","['advertising campaign', 'mathematical model', 'operations research', 'nonlinear programming', 'linear constraints', 'research problems', 'programming problems', 'problems formulated', 'LRB', 'RRB', 'advertising', 'campaign', 'goods', 'Belenky', 'planning', 'services', 'problems', 'formulated', 'Optimization', 'basis', 'considered', 'generalization', 'mathematical', 'model', 'operations', 'research', 'presented', 'framework', 'approach', 'nonlinear', 'programming', 'linear', 'constraints']",0.06060606060606061,1.0,0.1142857142857143,2,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2464496079867317,0.0625
"['management science', 'modeling', 'numeracy skills', 'formal models', 'decision analysis']","['management science', 'employ Management', 'teach Management', 'sophisticated Management', 'decision analysis', 'formal models', 'Science skills', 'modeling skills', 'Teaching modeling', 'part-time practitioners', 'essay discusses', 'similar programs', 'working hypothesis', 'radical proposition', 'impressive array', 'reasoning logically', 'management', 'science', 'effectively teach', 'occasional practitioner', 'basic modeling', 'teach basic', 'skills needed', 'numeracy skills', 'basic skills', 'sophisticated skills', 'skills', 'modeling', 'LRB', 'RRB', 'students', 'MBA', 'teach', 'basic', 'sophisticated', 'optimization', 'simulation']",0.13513513513513514,1.0,0.2380952380952381,5,37,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.382368111985706,0.11668611793611794
"['navigational aid', 'information interactivity']","['information architecture', 'Information interaction', 'information system', 'information-rich systems', 'architecture Information', 'architecture performs', 'navigational aid', 'important supporting', 'supporting role', 'article elaborates', 'computer articulating', 'Information', 'includes user', 'architecture', 'content', 'system', 'interaction', 'interactivity', 'model', 'user', 'no-man', 'providing', 'illustrating', 'framework', 'process', 'people', 'blueprint', 'navigational', 'aid', 'information-rich', 'performs', 'important', 'supporting', 'role', 'article', 'elaborates', 'crosses']",0.02702702702702703,0.5,0.05128205128205129,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24102906419970205,0.042444821731748725
"['science', 'technology', 'medicine', 'rare materials', 'policy formation', 'basic reference tools', 'collection development']","['policy formation', 'basic reference', 'reference tools', 'rare materials', 'detailed advice', 'collection development', 'Acquiring materials', 'technology', 'science', 'history', 'materials', 'medicine', 'Acquiring', 'fields', 'formation', 'basic', 'tools', 'endeavor', 'article', 'detailed', 'advice', 'rare', 'beginner', 'focus', 'policy', 'reference', 'methods', 'collection', 'development', 'acquisitions', 'basis', 'success']",0.1875,0.8571428571428571,0.30769230769230765,7,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40078499128416306,0.13766857526709744
"['simulating rainfall', 'crop production modeling', 'covariance matrix', 'rainfall records', 'rainfall data', 'spatial correlation', 'multivariate normal distribution']","['spatial correlation', 'Southern Africa', 'temporal correlation', 'crop production', 'meteorological stations', 'Preliminary analysis', 'related variables', 'meteorological records', 'long-term meteorological', 'correlation structure', 'representing dekadly', 'standard deviation', 'climatic records', 'surrounding meteorological', 'production modeling', 'production component', 'intra-seasonal temporal', 'long-term climatic', 'negligible temporal', 'limited number', 'random numbers', 'district suggests', 'spatial units', 'pronounced spatial', 'small number', 'stations suggested', 'neighbouring stations', 'paper describes', 'forms part', 'larger simulation', 'simulation model', 'food system', 'long time', 'time series', 'multivariate normal', 'covariance matrix', 'matrix derived']",0.05405405405405406,0.2857142857142857,0.09090909090909091,7,37,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.43386474841963096,0.14105534105534107
"['enzymatic reactions', 'nonlinear dependency', 'metabolite concentration', 'saturation kinetics', 'biochemical system', 'ordinary differential equations', 'saddle connection', 'stable limit cycles', 'bifurcation']","['system coordination', 'attracting set', 'occurs due', 'large amplitude', 'limit cycles', 'reaction system', 'cycles occurs', 'biochemical system', 'system exhibits', 'dynamical system', 'amplitude oscillations', 'stable limit', 'cycles corresponds', 'globally-stable steady-state', 'unbounded solutions', 'false bifurcation', 'global bifurcation', 'enzyme-catalysed reaction', 'enzymatic reactions', 'reaction rate', 'enzyme-mediated reactions', 'saturation kinetics', 'enzyme activities', 'distinct responses', 'canard explosion', 'saddle connection', 'Global stability', 'essential feature', 'asymptotically unbounded', 'nonlinear dependency', 'metabolite concentration', 'concentration taking', 'ordinary differential', 'differential equations', 'equations representing', 'branched biochemical', 'maximum enzyme']",0.16216216216216217,0.6666666666666666,0.26086956521739135,9,37,0.4,0.2222222222222222,0.2857142857142857,0.2,0.2222222222222222,0.2105263157894737,0.2,0.3333333333333333,0.25,0.5882995036463733,0.2361111111111111
"['support structure design', 'subtractive shaping theories', 'layered manufacturing process', 'material removal process', 'stock layers', 'numerical control machining configurations', 'stacking operations', 'input format', 'raw materials', 'floating overhang', 'cantilever', 'vaulted overhang', 'ceiling', 'stress', 'deflection analysis']","['support structure', 'Layer-based machining', 'subtractive shaping', 'floating overhang', 'stacking operations', 'major layer-based', 'shaping theory', 'recent development', 'stock layers', 'numerical control', 'input format', 'previous research', 'deflection analysis', 'castle model', 'vaulted overhang', 'structure design', 'machining configurations', 'integrated additive', 'growing interest', 'layered manufacturing', 'promising method', 'large castle', 'manufacturing process', 'material removal', 'removal process', 'raw materials', 'major issue', 'machining-based systems', 'control machining', 'machining systems', 'support', 'machining', 'Layer-based', 'structure', 'overhang', 'subtractive', 'additive']",0.1891891891891892,0.4666666666666667,0.2692307692307693,15,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5087635587921391,0.24719935932212145
"['injection moulding', 'boundary element method', 'cavity temperature distributions', 'cooling stage', 'iterative algorithm', 'objective function', 'optimization']","['cooling lines', 'optimum design', 'design sensitivity', 'objective function', 'boundary element', 'sensitivity analysis', 'cooling stage', 'moulds based', 'element design', 'design variables', 'Three-dimensional optimum', 'objective temperature', 'injection moulding', 'boundary integral', 'integral sensitivity', 'sensitivity formulations', 'cavity temperature', 'element method', 'three-dimensional numerical', 'temperature distributions', 'numerical simulation', 'squared difference', 'optimization techniques', 'iterative algorithm', 'design', 'cooling', 'lines', 'optimum', 'objective', 'boundary', 'sensitivity', 'based', 'temperature', 'injection', 'element', 'analysis', 'cavity']",0.10810810810810811,0.5714285714285714,0.18181818181818182,7,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3900673639294444,0.1254635402548116
"['ultimate control group', 'hierarchical organization', 'organizational structures', 'authority structures']","['ultimate control', 'control group', 'group Empirical', 'Empirical research', 'made operational', 'economic settings', 'well-defined ultimate', 'largely focused', 'mix hierarchy', 'collective choice', 'choice procedures', 'author develops', 'analytic machinery', 'mild restrictions', 'familiar economic', 'firms requires', 'control structures', 'hierarchical organization', 'organizational structures', 'structures mix', 'circular structures', 'authority structures', 'control', 'ultimate', 'structures', 'group', 'firms', 'organization', 'Empirical', 'operational', 'case', 'voting', 'subordinates', 'settings', 'research', 'requires', 'classified']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3484125065444239,0.11644736842105263
"['materials requirements planning', 'market demand', 'strategic stocks', 'safety stocks', 'service level', 'peak demand']","['strategic stocks', 'materials requirements', 'requirements planning', 'stock positioning', 'Managing safety', 'system specific', 'demand conditions', 'improve materials', 'planning performance', 'safety stocks', 'face uncertainty', 'recommended guidelines', 'guidelines suggest', 'replenishment order', 'order triggering', 'quantitative manner', 'target service', 'service level', 'market demand', 'study reveals', 'case study', 'proposed methodology', 'methodology lie', 'peak demand', 'strategic', 'safety', 'stocks', 'LRB', 'MRP', 'RRB', 'requirements', 'positioning', 'Trade-offs', 'Managing', 'materials', 'planning', 'methodology']",0.13513513513513514,0.8333333333333334,0.23255813953488372,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.3899096100022392,0.1262540736224947
"['impulse turbine blades', 'wave energy power conversion', 'fused decomposition modelling', 'rapid prototyping', 'concurrent engineering', 'solid modelling', 'finite element analysis']","['wave energy', 'impulse turbine', 'FDM machine', 'energy power', 'Research Team', 'turbine blades', 'Energy Research', 'power conversion', 'package Pro-Engineer', 'machine capabilities', 'aided design', 'rapid prototyping', 'fused decomposition', 'Pro-E data', 'fixed guide', 'guide vanes', 'computer aided', 'three-dimensional solid', 'detailed finite', 'finite element', 'centrifugal loads', 'cost effective', 'effective manner', 'concurrent engineering', 'experimental analysis', 'element analysis', 'Innovative manufacture', 'manufacture blades', 'LRB', 'RRB', 'decomposition modelling', 'solid modelling', 'engineering approach', 'innovative method', 'individual blades', 'innovative approach', 'blades']",0.08108108108108109,0.42857142857142855,0.13636363636363638,7,37,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.4276054859596209,0.1468750156070259
"['counterpropagating feedback configuration', 'gain nonlinearity', 'mutual gain modulation', 'extinction ratio']","['two-cascaded semiconductor', 'semiconductor optical', 'All-optical logic', 'gate feasibility', 'authors present', 'counterpropagating feedback', 'nonlinearity due', 'demonstrated delivering', 'extinction ratio', 'ratio higher', 'wide range', 'optical amplifiers', 'feedback configuration', 'configuration accentuates', 'gain nonlinearity', 'mutual gain', 'gain modulation', 'gate', 'LRB', 'RRB', 'logic', 'two-cascaded', 'semiconductor', 'SOAs', 'All-optical', 'optical', 'amplifiers', 'configuration', 'gain', 'wavelength', 'authors', 'present', 'counterpropagating', 'feedback', 'accentuates', 'nonlinearity', 'due']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3113068084868614,0.07643356643356644
"['blitzogram', 'histograms', 'probability distributions']","['Commercial Monte', 'Crystal Ball', 'Monte Carlo', 'Carlo simulation', 'academic exercise', 'interactive histograms', 'author hopes', 'tacit understanding', 'probability distributions', 'simulation packages', 'Commercial', 'RISK', 'Ball', 'histograms', 'Monte', 'Carlo', 'Crystal', 'interactive', 'faster', 'instantaneous', 'managers', 'exercise', 'computers', 'procedures', 'viewed', 'continue', 'application', 'trend', 'author', 'hopes', 'lead', 'tacit', 'understanding', 'probability', 'distributions', 'students', 'academic']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28504523861887004,0.06171005470665912
"['undirected graphs', 'spanning trees', 'minimal paths', 'circuit analysis']","['spanning trees', 'circuit analysis', 'node pair', 'minimal paths', 'structured approach', 'tree enumeration', 'undirected graphs', 'important issue', 'problems encountered', 'computer network', 'paper discusses', 'flow Spanning', 'structural MPs', 'algorithm based', 'spanning', 'flow requirements', 'proposed algorithm', 'LRB', 'RRB', 'generate', 'flow', 'algorithm', 'trees', 'tree', 'MPs', 'proposed', 'analysis', 'pair', 'paths', 'approach', 'follow', 'enumeration', 'undirected', 'graphs', 'important', 'issue', 'task']",0.10810810810810811,1.0,0.1951219512195122,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305630654681354,0.07675820982272594
"['discounted utility model', 'hyperbolic discounting models', 'intertemporal preferences', 'health outcomes', 'social decisions']","['intertemporal preferences', 'discounted utility', 'hyperbolic discounting', 'discounting models', 'Specific functional', 'hyperbolic models', 'health Whilst', 'describe intertemporal', 'private intertemporal', 'social intertemporal', 'study elicits', 'functional forms', 'results show', 'stationarity axiom', 'elicits private', 'social decisions', 'utility model', 'substantial evidence', 'monetary outcomes', 'limited evidence', 'models describe', 'models fit', 'health outcomes', 'preferences', 'intertemporal', 'hyperbolic', 'model', 'social', 'private', 'health', 'discounted', 'discounting', 'LRB', 'RRB', 'utility', 'Specific', 'evidence']",0.08108108108108109,0.6,0.14285714285714288,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.1,0.35178988941467365,0.09822290517942692
"['information architecture', 'law enforcement agency', 'graphical user interface', 'simplified navigation', 'law enforcement users']","['law enforcement', 'older system', 'enforcement agency', 'information architecture', 'study examined', 'compared RMS', 'newer system', 'RMS experts', 'enforcement personnel', 'follow-up study', 'good interface', 'easily navigate', 'quickly recover', 'highly usable', 'findings revealed', 'personnel reluctant', 'discuss reasons', 'enforcement users', 'RMS', 'text-based system', 'easy navigation', 'efficient navigation', 'cumbersome navigation', 'simplified navigation', 'system', 'user interface', 'user studies', 'systems design', 'evaluate CopNet', 'CopNet higher', 'usable system', 'database systems', 'legacy system', 'graphical user', 'users thought', 'users evaluated', 'older']",0.05405405405405406,0.4,0.09523809523809523,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3415750872900152,0.09852941176470588
"['modularity', 'technology', 'organization', 'property rights', 'cooperating parties', 'nonmodular structures', 'decision rights', 'rights of alienation']","['cooperating parties', 'modular design', 'protected spheres', 'authority-among cooperating', 'reflect nonmodular', 'residual claims', 'nonmodular structures', 'modularity theory', 'organizations reflect', 'literature', 'Modularity', 'theory', 'structures', 'organizations', 'firm', 'firms', 'parties', 'alienation', 'hands', 'technology', 'paper', 'attempt', 'raid', 'modular', 'design', 'property', 'create', 'outlines', 'terms', 'partitioning', 'rights-understood', 'protected', 'spheres', 'authority-among', 'cooperating', 'assert', 'reflect']",0.08108108108108109,0.375,0.13333333333333333,8,37,0.2,0.125,0.15384615384615385,0.1,0.125,0.11111111111111112,0.06666666666666667,0.125,0.08695652173913045,0.42738898666337793,0.14419171475623088
"['flexible manufacturing system', 'fuzzy logic', 'multiple decision points', 'scheduling', 'simulation']","['intelligent fuzzy', 'fuzzy decision', 'flexible manufacturing', 'proposed intelligent', 'decision support', 'performance measures', 'manufacturing system', 'support system', 'scheduling FMSs', 'good level', 'traditional rules', 'fuzzy logic', 'paper describes', 'alternative routing', 'routing possibilities', 'logic approach', 'fed back', 'assign priority', 'simulation model', 'promising tool', 'multiple decision', 'decision points', 'system status', 'multi-decision points', 'real-time scheduling', 'intelligent system', 'parts waiting', 'multiple performance', 'decision system', 'system performance', 'system', 'intelligent', 'fuzzy', 'decision', 'parts', 'performance', 'LRB']",0.02702702702702703,0.2,0.047619047619047616,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32542880808268465,0.1052532833020638
"['emotion', 'bounded rationality']","['bounded rationality', 'conspicuously fails', 'author refers', 'author points', 'Yerkes-Dodson law', 'emotional arousal', 'central hypothesis', 'wrong characterization', 'comment made', 'LRB', 'RRB', 'Hanoch', 'bounded', 'rationality', 'author', 'comment', 'vol', 'reply', 'ibid', 'conspicuously', 'challenge', 'contradict', 'paper', 'addition', 'positions', 'emotion', 'refers', 'made', 'model', 'role', 'Yerkes-Dodson', 'law', 'emotional', 'arousal', 'points', 'fails', 'central']",0.05405405405405406,1.0,0.10256410256410257,2,37,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3770526888690606,0.06869369369369369
"['battery energy storage system', 'voltage compensation']","['Northern Intertie', 'stabilise Alaska', 'author describes', 'energy storage', 'storage system', 'provide voltage', 'voltage compensation', 'biggest battery', 'battery energy', 'World', 'Intertie', 'Alaska', 'Northern', 'paper', 'battery', 'biggest', 'stabilise', 'author', 'describes', 'energy', 'storage', 'system', 'construction', 'provide', 'voltage', 'compensation', 'support']",0.037037037037037035,0.5,0.06896551724137931,2,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26006409361394034,0.055714285714285716
"['networked environments', 'networked electronic environment design', 'communities']","['Information Architects', 'Web site', 'urban Internet', 'Internet evolves', 'Urbanism principle', 'disparate Web', 'economic development', 'efficient ecosystems', 'aesthetic beauty', 'livable communities', 'civic activities', 'human interaction', 'design networked', 'networked environments', 'environment design', 'networked electronic', 'electronic environment', 'simple linkage', 'supports civic', 'Internet', 'Web', 'Urbanism', 'Designing', 'communities', 'design', 'networked', 'Information', 'Architects', 'organize', 'wholeness', 'site', 'sites', 'streets', 'real', 'livable', 'change', 'applications']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.3132647324552569,0.07679197994987469
['fair market value'],"['fair market', 'out-of print', 'print books', 'factors influencing', 'Fot', 'factors', 'Patterson study', 'dust jacket', 'ibid', 'examined quantitatively', 'examined', 'Data', 'influencing', 'fair', 'market', 'out-of', 'print', 'LRB', 'RRB', 'fifty-six titles', 'titles examined', 'books', 'book', 'Patterson', 'condition', 'quantitatively', 'edition', 'dust', 'jacket', 'fifty-six', 'titles', 'study', 'addition', 'autograph', 'hypothesized', 'influence', 'information']",0.0,0.0,0.0,1,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892003595168692,0.02631578947368421
"['special collections', 'electronic revolution']","['James Ford', 'Ford Bell', 'Bell Library', 'collections materials', 'article presents', 'presents basic', 'electronic revolution', 'noted special', 'special collection', 'basic acquisitions', 'acquisitions philosophy', 'James', 'Ford', 'Bell', 'Library', 'special', 'materials', 'Acquisitions', 'article', 'presents', 'basic', 'philosophy', 'approaches', 'noted', 'commentary', 'electronic', 'revolution', 'changed', 'collection']",0.034482758620689655,0.5,0.06451612903225806,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558327811852514,0.05333333333333333
