Ground_truth Keywords,Extracted Keywords,Method,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywords
"['adiabaticity violation', 'analytical solutions for Pc', 'conversion in matter', 'generalization of these results to the NSI case', 'matter Hamiltonians', 'neutrino', 'NSI', 'Pc', 'relative orientation of the eigenstates', 'vacuum']","['power generation industry', 'thermal efficiency', 'power plant', 'p91 steels', 'creep strengths', 'high temperature', 'cyclic operation', 'bore cracking', 'steam warming']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,10,9
"['associated codebook', 'awn-watering behaviors', 'complete survey instrument', 'concern about a range of water and non-water issues', 'demographic attributes', 'description of the dataset', 'familiarity with water cost', 'iUTAH “Utah Water Survey,”', 'participation in water based recreation', 'perceptions of the adequacy of local water supplies', 'perceptions of the quality of local water resources', 'Supplementary material', 'survey', ""Utah's adult population thinks about water issues""]",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['associated codebook', 'awn-watering behaviors', 'complete survey instrument', 'concern about a range of water and non-water issues', 'demographic attributes', 'description of the dataset', 'familiarity with water cost', 'iUTAH “Utah Water Survey,”', 'participation in water based recreation', 'perceptions of the adequacy of local water supplies', 'perceptions of the quality of local water resources', 'Supplementary material', 'survey', ""Utah's adult population thinks about water issues""]",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,14,0
"['acoustic frequencies', 'aeroengine', 'aeroengine configurations', 'calculating the eigenmodes', 'ducts', 'finite-element methods', 'higher frequencies', 'mean flow', 'mean swirling flow', 'multiple-scales analysis', 'multiple scales approach', 'multiple-scales approach', 'numerical methods', 'propagation of unsteady disturbances', 'sound propagation', 'straight parallel duct', 'strongly curved ducts', 'uniform mean flow']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,18,0
"['acoustic frequencies', 'aeroengine', 'aeroengine configurations', 'calculating the eigenmodes', 'ducts', 'finite-element methods', 'higher frequencies', 'mean flow', 'mean swirling flow', 'multiple-scales analysis', 'multiple scales approach', 'multiple-scales approach', 'numerical methods', 'propagation of unsteady disturbances', 'sound propagation', 'straight parallel duct', 'strongly curved ducts', 'uniform mean flow']","['lateral force', 'piezoelectric load cell', 'quasi-stationary lsmb', 'flexures', 'load path', 'load cell', 'load cell', 'load cell', 'load cell', 'load cell', 'load']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,18,11
"['cloud-based EMR ecosystems', 'EMR', 'EMR implementation', 'EMRs', 'health information systems', 'mobile applications']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,6,0
"['cloud-based EMR ecosystems', 'EMR', 'EMR implementation', 'EMRs', 'health information systems', 'mobile applications']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,6,0
"['adaptive meshes', 'adaptivity', 'altering the mesh connectivity', 'atmospheric modelling', 'control resolution in different directions for r-adaptive meshes', 'deforming a mesh', 'mapping of solutions between meshes', 'mesh', 'meshes', 'mesh redistribution', 'mesh tangling', 'Monge–Ampère', 'Monge–Ampère equation', 'monitor function', 'optimally transported (OT) mesh', 'optimal transport problem on the sphere', 'r-adaptive meshes', 'r-adaptive mesh generation', 'r-adaptivity', 'R-adaptivity', 'represent scale interactions', 'scalar valued monitor function', 'sphere', 'Variational methods', 'weather and climate prediction', 'weather and climate prediction models']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,26,0
"['adaptive meshes', 'adaptivity', 'altering the mesh connectivity', 'atmospheric modelling', 'control resolution in different directions for r-adaptive meshes', 'deforming a mesh', 'mapping of solutions between meshes', 'mesh', 'meshes', 'mesh redistribution', 'mesh tangling', 'Monge–Ampère', 'Monge–Ampère equation', 'monitor function', 'optimally transported (OT) mesh', 'optimal transport problem on the sphere', 'r-adaptive meshes', 'r-adaptive mesh generation', 'r-adaptivity', 'R-adaptivity', 'represent scale interactions', 'scalar valued monitor function', 'sphere', 'Variational methods', 'weather and climate prediction', 'weather and climate prediction models']","['network virtualization technology', 'new generation network technologies', 'shortest path betweenness', 'virtual network construction method', ""user's request"", 'reconfiguration', 'topology', 'service provider', 'simulation', 'effectiveness']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,26,10
"['atoms', 'calculations', 'C atoms', 'chain folds', 'crystalline', 'deuterated', 'deuterium', 'hydrogen', 'hydrogenated', 'Kratky plots', 'parallel polymer stems', 'parallel stem axes', 'PE', 'PE chains', 'pseudo-atoms', 'scattering', 'scattering centres', 'stem', 'stem axes', 'stems']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,20,0
"['atoms', 'calculations', 'C atoms', 'chain folds', 'crystalline', 'deuterated', 'deuterium', 'hydrogen', 'hydrogenated', 'Kratky plots', 'parallel polymer stems', 'parallel stem axes', 'PE', 'PE chains', 'pseudo-atoms', 'scattering', 'scattering centres', 'stem', 'stem axes', 'stems']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,20,0
"['computer vision', 'detecting', 'enhancing the performance', 'extensive tests', 'gray level histogram.', 'gray level image', 'gray level images', 'histogram', 'image thresholding technique', 'median-based Otsu image thresholding algorithm', 'modal distribution', 'objects detecting, tracking and recognizing', 'Otsu algorithm', 'Otsu scheme', 'Otsu thresholding algorithm', 'pattern recognition', 'recognizing', 'Robust and automatic thresholding', 'segmenting', 'thresholding', 'tracking']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,21,0
"['computer vision', 'detecting', 'enhancing the performance', 'extensive tests', 'gray level histogram.', 'gray level image', 'gray level images', 'histogram', 'image thresholding technique', 'median-based Otsu image thresholding algorithm', 'modal distribution', 'objects detecting, tracking and recognizing', 'Otsu algorithm', 'Otsu scheme', 'Otsu thresholding algorithm', 'pattern recognition', 'recognizing', 'Robust and automatic thresholding', 'segmenting', 'thresholding', 'tracking']",['random'],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,21,1
"['ambient temperature', 'direct solar radiation intensity', 'increasing direct solar radiation on both solar cells and water temperatures', 'simulated parameters', 'Simulation data', 'simulation physical conditions', 'simulations', 'solar cells', 'solar radiation', 'Thermal performance of the smart window', 'tube', 'water flow rate', 'water inlet temperature', 'window components', 'window’s front pane']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,15,0
"['ambient temperature', 'direct solar radiation intensity', 'increasing direct solar radiation on both solar cells and water temperatures', 'simulated parameters', 'Simulation data', 'simulation physical conditions', 'simulations', 'solar cells', 'solar radiation', 'Thermal performance of the smart window', 'tube', 'water flow rate', 'water inlet temperature', 'window components', 'window’s front pane']","['constituent quark model', 'hybrid mesons', 'qq̄ states', 'glu', 'glu', 'glu', 'glu', 'glu', 'glu', 'glu', 'glu', 'glu', 'glu', 'glu', 'gl']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,15,15
"['A5', 'boundary condition', 'brane system', 'bulk Higgs model', 'bulk-scalar', 'c1=−1, c2=−1', 'different roles are clarified', 'extra-component of the bulk-vector', 'general mathematical result about the free-wave solution', 'kink solution', 'non-singular and stable brane solution', 'non-singular solution', 'solution', 'solve the singular field equation', 'stable brane configurations', 'stableness', 'string/D-brane theory', 'SUSY bulk-boundary theory', 'thin-wall limit', 'Φ']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,20,0
"['A5', 'boundary condition', 'brane system', 'bulk Higgs model', 'bulk-scalar', 'c1=−1, c2=−1', 'different roles are clarified', 'extra-component of the bulk-vector', 'general mathematical result about the free-wave solution', 'kink solution', 'non-singular and stable brane solution', 'non-singular solution', 'solution', 'solve the singular field equation', 'stable brane configurations', 'stableness', 'string/D-brane theory', 'SUSY bulk-boundary theory', 'thin-wall limit', 'Φ']","['world volume approach', 'cross section', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach', 'world volume approach']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,20,12
"['Al discharge layer', 'argon gas', 'chemical vapour deposition', 'circular pillars', 'conventional electron beam lithography', 'CVD', 'EBL', 'EBL and HSQ development, t', 'etched diamond nanopillars', 'etch mask', 'HSQ', 'hydrogen silsesquioxane', 'Nanofeature stamps were then created from the samples', 'negative tone electron sensitive resist', 'oxygen', 'prevent e-beam deflection due to charge build-up on the surface', 'RCA cleaning', 'RIE', 'scanning electron micrograph', 'Several stamps were produced', 'ultra-nanocrystalline diamond', 'ultrasonic solvent cleaning', 'UNCD', 'UNCD wafer', 'vapour']",[''],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,25,1
"['Al discharge layer', 'argon gas', 'chemical vapour deposition', 'circular pillars', 'conventional electron beam lithography', 'CVD', 'EBL', 'EBL and HSQ development, t', 'etched diamond nanopillars', 'etch mask', 'HSQ', 'hydrogen silsesquioxane', 'Nanofeature stamps were then created from the samples', 'negative tone electron sensitive resist', 'oxygen', 'prevent e-beam deflection due to charge build-up on the surface', 'RCA cleaning', 'RIE', 'scanning electron micrograph', 'Several stamps were produced', 'ultra-nanocrystalline diamond', 'ultrasonic solvent cleaning', 'UNCD', 'UNCD wafer', 'vapour']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,25,0
"['acquire such knowledge and skills', 'bricks-and-mortar libraries', 'Digital libraries', 'digital library', 'e-learning', 'elimination of the time and space constraints', 'highlights on the impact of information technology', 'library', 'overview of current trends in digital library research']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,9,0
"['acquire such knowledge and skills', 'bricks-and-mortar libraries', 'Digital libraries', 'digital library', 'e-learning', 'elimination of the time and space constraints', 'highlights on the impact of information technology', 'library', 'overview of current trends in digital library research']",['fission'],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,9,1
"['composing multiple small-sized MMPPs or MAPs', 'composition operators', 'EM algorithm', 'fitting methods', 'Kronecker operators', 'M3PPs', 'matrix geometric methods', 'MMPPs', 'MMPPs and MAPs', 'modeling real systems', 'numerical evaluation of queueing models', 'state space explosion', 'statistical descriptors', 'statistical multiplexing of several MMPPs', 'study the approximate fitting of large M3PPs', 'superposition operator', 'Two-state models', 'underlying equations']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,18,0
"['composing multiple small-sized MMPPs or MAPs', 'composition operators', 'EM algorithm', 'fitting methods', 'Kronecker operators', 'M3PPs', 'matrix geometric methods', 'MMPPs', 'MMPPs and MAPs', 'modeling real systems', 'numerical evaluation of queueing models', 'state space explosion', 'statistical descriptors', 'statistical multiplexing of several MMPPs', 'study the approximate fitting of large M3PPs', 'superposition operator', 'Two-state models', 'underlying equations']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,18,0
"['bond failure', 'cellular structure', 'crack', 'failed face', 'failed faces', 'failed surface', 'mathematical graph', 'micro-crack nucleation', 'micro-cracks', 'pore', 'separation between the adjacent cells in the cellular structure along their common face']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,11,0
"['bond failure', 'cellular structure', 'crack', 'failed face', 'failed faces', 'failed surface', 'mathematical graph', 'micro-crack nucleation', 'micro-cracks', 'pore', 'separation between the adjacent cells in the cellular structure along their common face']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,11,0
"['2-propanol', 'automated polishing', 'cleaning', 'coupons', 'Coupons', 'custom-made jig', 'damp abrasive disc', 'diamond', 'diamond polishes', 'diamond suspension', 'metal surface', 'polished', 'polisher', 'polishing', 'polishing cloth', 'polycrystalline diamond', 'propanol', 'surface', 'ultrasonic bath']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,19,0
"['2-propanol', 'automated polishing', 'cleaning', 'coupons', 'Coupons', 'custom-made jig', 'damp abrasive disc', 'diamond', 'diamond polishes', 'diamond suspension', 'metal surface', 'polished', 'polisher', 'polishing', 'polishing cloth', 'polycrystalline diamond', 'propanol', 'surface', 'ultrasonic bath']","['stochastic mpsp', 'future work', 'variants of the mpsp', 'operational constraints', 'variable cut-off grade', 'grade blending', 'stockpiling', 'general-purpose algorithm', 'efficient solution approaches', 'integrality gaps', '']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,19,11
"['adjusted if the separation of inputs and predefined classes incurs an error', 'ANN', 'ANN basic architecture', 'Artificial Neural Networks', 'Convergence', 'Different types of primitive functions and network configurations', 'feed-forward networks with a single hidden layer of nodes', 'MLP', 'model the ability of biological nervous systems to recognize patterns and objects', 'Multi-Layer Perceptron', 'networks of primitive functions', 'receiving multiple weighted inputs', 'science and engineering problems', 'select one of two possible parameters', 'the reduction in error between iterations reaches a decay threshold', 'training network connection', 'weights']","['extension', 'thermal', 'solutal', 'three dimensional', 'two dimensional', 'time derivatives', 'variational derivatives', 'functional', 'free energy']",Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,17,9
"['adjusted if the separation of inputs and predefined classes incurs an error', 'ANN', 'ANN basic architecture', 'Artificial Neural Networks', 'Convergence', 'Different types of primitive functions and network configurations', 'feed-forward networks with a single hidden layer of nodes', 'MLP', 'model the ability of biological nervous systems to recognize patterns and objects', 'Multi-Layer Perceptron', 'networks of primitive functions', 'receiving multiple weighted inputs', 'science and engineering problems', 'select one of two possible parameters', 'the reduction in error between iterations reaches a decay threshold', 'training network connection', 'weights']","['phase field model', 'extension', 'thermal phase field model', 'solutal phase field model', 'physical problem', 'dissipative', 'entropy increasing', 'natural relaxational phenomena']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,17,8
"['atoms', 'calculation', 'dispersion forces', 'macroscopic part of the tip', 'macroscopic Si tip', 'macroscopic van der Waals force', 'sample atoms', 'semi-infinite substrate', 'tip–surface separation', 'van der Waals force', 'van der Waals interaction']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,11,0
"['atoms', 'calculation', 'dispersion forces', 'macroscopic part of the tip', 'macroscopic Si tip', 'macroscopic van der Waals force', 'sample atoms', 'semi-infinite substrate', 'tip–surface separation', 'van der Waals force', 'van der Waals interaction']","['xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylanases', 'xylan']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,11,13
"['3mm diameter discs', 'accelerating voltage of 30kV', 'dual beam FEI Nova Nanolab 600', 'EDAX Genesis EDS system', 'EDS', 'FIB', 'Focused Ion Beam', 'ground and polished', 'heated', 'heated to a final temperature of 900°C', 'heating coils', 'hot stage attachment', 'In situ oxidation', 'Jeol 2000FX W-filament TEM', 'LEO 1530VP FEGSEM', 'Nanolab 600', 'oxide', 'oxide development', 'oxidised', 'Philips XL-30 FEG ESEM', 'Scanning TEM', 'Scanning TEM (STEM) detector', 'stabilise the stage and the microscope', 'STEM', 'TEM', 'TEM samples', 'Transmission Electron Microscope']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,27,0
"['3mm diameter discs', 'accelerating voltage of 30kV', 'dual beam FEI Nova Nanolab 600', 'EDAX Genesis EDS system', 'EDS', 'FIB', 'Focused Ion Beam', 'ground and polished', 'heated', 'heated to a final temperature of 900°C', 'heating coils', 'hot stage attachment', 'In situ oxidation', 'Jeol 2000FX W-filament TEM', 'LEO 1530VP FEGSEM', 'Nanolab 600', 'oxide', 'oxide development', 'oxidised', 'Philips XL-30 FEG ESEM', 'Scanning TEM', 'Scanning TEM (STEM) detector', 'stabilise the stage and the microscope', 'STEM', 'TEM', 'TEM samples', 'Transmission Electron Microscope']","['computation of distribution network components reliability parameters', 'reliability computation', 'reliability-centered maintenance system', 'component reliability parameters', 'accurate databases of distribution companies', 'records of']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,27,6
"['chamber', 'chamber gas', 'chamber manufacturing', 'chambers', 'drift chambers', 'drift chamber simulation package', 'flash analog-to-digital converter', 'GARFIELD', 'gas property simulation package', 'MAGBOLTZ', 'magnetic field', 'ODCs', 'relation between the hit position and the drift time', 'x–t relation']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,14,0
"['chamber', 'chamber gas', 'chamber manufacturing', 'chambers', 'drift chambers', 'drift chamber simulation package', 'flash analog-to-digital converter', 'GARFIELD', 'gas property simulation package', 'MAGBOLTZ', 'magnetic field', 'ODCs', 'relation between the hit position and the drift time', 'x–t relation']","['software industry', 'product', 'management', 'software engineering courses', 'computer engineering related branches', 'project management', 'survey', 'course curriculums', 'computer engineering', 'computer science', 'information system engineering', 'Turkish universities']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,14,12
"['accident tolerant fuels', 'ATF', 'develop accident tolerant fuels', 'development of fuel assemblies', 'disintegration of the fuel rods', 'enhancements in corrosion performance', 'exothermic reaction', 'fuel assemblies', 'fuel cladding', 'fuel rods', 'oxidation', 'oxidise', 'water cooled nuclear fission reactors', 'Zirconium alloys', 'Zr alloys']","['Walking Race', 'Hip-Push', 'Essays', 'Theoretical Basis', 'Training', 'Existing Problems', 'Objective Analysis']",Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,15,7
"['accident tolerant fuels', 'ATF', 'develop accident tolerant fuels', 'development of fuel assemblies', 'disintegration of the fuel rods', 'enhancements in corrosion performance', 'exothermic reaction', 'fuel assemblies', 'fuel cladding', 'fuel rods', 'oxidation', 'oxidise', 'water cooled nuclear fission reactors', 'Zirconium alloys', 'Zr alloys']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,15,0
"['abrasion-resistant finishing layer', 'absorb', 'base', 'chemicals', 'coating', 'cures', 'cylindrical voids', 'enhances the surface resistance', 'existing sound wall', 'existing sound walls', 'expanding liquid mixture', 'fire development', 'fire-resistant blocks', 'flexi-wall', 'holes', 'interlocking light-weight blocks', 'layer', 'light polyurethane foam', 'LPF', 'LPF cores', 'mitigate', 'molded low-density polyurethane', 'penetration', 'poly-block', 'poly-blocks', 'Poly-blocks', 'poly-block voids', 'polyurea', 'Polyurea coating', 'reflect', 'sound wall system', 'sprayed', 'stay-in-place poly-blocks', 'steel rebars', 'Steel rebars', 'stone impact', 'structural cores', 'surfaces of the wall', 'wall extension', 'wall surfaces', 'wall system', 'weathering']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,42,0
"['abrasion-resistant finishing layer', 'absorb', 'base', 'chemicals', 'coating', 'cures', 'cylindrical voids', 'enhances the surface resistance', 'existing sound wall', 'existing sound walls', 'expanding liquid mixture', 'fire development', 'fire-resistant blocks', 'flexi-wall', 'holes', 'interlocking light-weight blocks', 'layer', 'light polyurethane foam', 'LPF', 'LPF cores', 'mitigate', 'molded low-density polyurethane', 'penetration', 'poly-block', 'poly-blocks', 'Poly-blocks', 'poly-block voids', 'polyurea', 'Polyurea coating', 'reflect', 'sound wall system', 'sprayed', 'stay-in-place poly-blocks', 'steel rebars', 'Steel rebars', 'stone impact', 'structural cores', 'surfaces of the wall', 'wall extension', 'wall surfaces', 'wall system', 'weathering']","['two different micro-contact set-ups', 'experiments', 'asymmetrically heated measurement set-up', 'change the contacted electrode', 'statistical information', 'large number of different microelectrodes', 'short time', 'monitoring of optical changes']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,42,8
"['aromatic polymers', 'complementary network of hydrophobic non-sulfonated segments', 'effective proton conduction', 'enhancing the mechanical properties', 'formation of ion channel structures', 'high proton conductivity', 'hydrophilic sulfonated polymer segments', 'hydrophobic non-sulfonated segments', 'IEC', 'improvement of proton conductivity using aromatic polymers with moderately adjusted IEC values', 'interconnected three-dimensional network', 'ion channel structures', 'ion exchange capacity', 'membrane', 'PEMs', 'preventing excessive swelling in water', 'proton', 'proton conduction', 'proton conductivity', 'proton transport', 'segmented block copolymers', 'sulfonic acid groups', 'water']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,23,0
"['aromatic polymers', 'complementary network of hydrophobic non-sulfonated segments', 'effective proton conduction', 'enhancing the mechanical properties', 'formation of ion channel structures', 'high proton conductivity', 'hydrophilic sulfonated polymer segments', 'hydrophobic non-sulfonated segments', 'IEC', 'improvement of proton conductivity using aromatic polymers with moderately adjusted IEC values', 'interconnected three-dimensional network', 'ion channel structures', 'ion exchange capacity', 'membrane', 'PEMs', 'preventing excessive swelling in water', 'proton', 'proton conduction', 'proton conductivity', 'proton transport', 'segmented block copolymers', 'sulfonic acid groups', 'water']",['information system'],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,23,1
"['18O', 'applied bias', 'current collector', 'deposited on top and beneath the MIEC layer', 'enhanced tracer incorporation', 'exposed to H2/H218O atmosphere', 'GDC', 'H2/H218O atmosphere', 'in-plane diffusion of oxygen ions', 'lateral distribution of the tracer', 'low electronic conductivity', 'metallic current collector', 'MIEC layer', 'oxygen ions', 'polarization', 'Rectangular noble metal thin film current collectors', 'reduced incorporation', 'single-crystalline YSZ substrates', 'STFO', 'thermal tracer exchange', 'Thin MIEC layers', 'tracer exchange experiments', 'tracer fraction', 'width of this active region']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,24,0
"['18O', 'applied bias', 'current collector', 'deposited on top and beneath the MIEC layer', 'enhanced tracer incorporation', 'exposed to H2/H218O atmosphere', 'GDC', 'H2/H218O atmosphere', 'in-plane diffusion of oxygen ions', 'lateral distribution of the tracer', 'low electronic conductivity', 'metallic current collector', 'MIEC layer', 'oxygen ions', 'polarization', 'Rectangular noble metal thin film current collectors', 'reduced incorporation', 'single-crystalline YSZ substrates', 'STFO', 'thermal tracer exchange', 'Thin MIEC layers', 'tracer exchange experiments', 'tracer fraction', 'width of this active region']","['axial symmetry', 'conical defect', '3-br']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,24,3
"['coupled system of RTEs', 'DOT reconstructions', 'FEM', 'Fresnel reflection and transmission phenomenas', 'image reconstruction procedure', 'light propagation in a scattering medium with piece-wise constant refractive index', 'Monte Carlo method', 'radiative transport equation', 'refractive index changes', 'RTE', 'simulations', 'solution of the Monte Carlo method']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,12,0
"['coupled system of RTEs', 'DOT reconstructions', 'FEM', 'Fresnel reflection and transmission phenomenas', 'image reconstruction procedure', 'light propagation in a scattering medium with piece-wise constant refractive index', 'Monte Carlo method', 'radiative transport equation', 'refractive index changes', 'RTE', 'simulations', 'solution of the Monte Carlo method']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,12,0
"['derivation of the semi-discrete advection–diffusion problem', 'discretization of the advection–diffusion equation', 'dispersion and diffusion eigencurves', 'Galerkin method', 'inviscid case', 'linear advection', 'viscous case', 'wave-like solutions']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,8,0
"['derivation of the semi-discrete advection–diffusion problem', 'discretization of the advection–diffusion equation', 'dispersion and diffusion eigencurves', 'Galerkin method', 'inviscid case', 'linear advection', 'viscous case', 'wave-like solutions']",['computer performance'],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,8,1
"['a-SiO2', 'a-SiO2 leading', 'bulk', 'deep electron traps', 'electrons', 'electron trapping centres', 'identifying defect centres', 'molecular models', 'negatively charged defects', 'neutral paramagnetic defects', 'non-bridging oxygen centre', 'non-defective continuum random network model', 'silica', 'silicon dangling bond', 'Si–O bond', 'Si–O bond dissociation', 'Si–O bonds', 'spontaneously trap', 'surfaces of a-SiO2', 'trapped', 'trapped in the bulk and at surfaces of silica', 'weakening']",['storage'],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,22,1
"['a-SiO2', 'a-SiO2 leading', 'bulk', 'deep electron traps', 'electrons', 'electron trapping centres', 'identifying defect centres', 'molecular models', 'negatively charged defects', 'neutral paramagnetic defects', 'non-bridging oxygen centre', 'non-defective continuum random network model', 'silica', 'silicon dangling bond', 'Si–O bond', 'Si–O bond dissociation', 'Si–O bonds', 'spontaneously trap', 'surfaces of a-SiO2', 'trapped', 'trapped in the bulk and at surfaces of silica', 'weakening']",[''],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,22,1
"['aspects of fire risk analysis', 'average fire risk', 'basic process of fire risk analysis', 'evacuation training and drills', 'FiERAsystem', 'FiRECAM', 'identification of alternative fire safety design options', 'maintenance of fire protection systems', 'Models', 'number of deaths and directive property loss', 'ongoing inspection', 'performance-based design', 'probabilistic methods', 'Quantitative risk analysis approaches', 'stochastic factors', 'systematic theoretical methods']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,16,0
"['aspects of fire risk analysis', 'average fire risk', 'basic process of fire risk analysis', 'evacuation training and drills', 'FiERAsystem', 'FiRECAM', 'identification of alternative fire safety design options', 'maintenance of fire protection systems', 'Models', 'number of deaths and directive property loss', 'ongoing inspection', 'performance-based design', 'probabilistic methods', 'Quantitative risk analysis approaches', 'stochastic factors', 'systematic theoretical methods']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,16,0
"['(13)σ=ftexp(−ϵinhwft)if(ϵin>0)', 'crack band approach', 'crack-band approach', 'inelastic strain profiles', 'stress–inelastic displacement law', 'stress–inelastic strain law', 'tensile part']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,7,0
"['(13)σ=ftexp(−ϵinhwft)if(ϵin>0)', 'crack band approach', 'crack-band approach', 'inelastic strain profiles', 'stress–inelastic displacement law', 'stress–inelastic strain law', 'tensile part']","['beam pumping unit', 'load', 'voltage', 'power factor', 'efficiency', 'thyristor trigger angle', 'genetic algorithm', 'energy saving', 'cycles', 'optimal voltage', 'current load', 'whole optimal voltage changeable rule']",Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,7,12
"['characterize the dynamics of the polymer chains', 'chemical cross-links.', 'constraint release', 'control of the mesh size', 'crosslinked elastomers', 'elastomers', 'mesh', 'Mg', 'Mx', 'Mx<Me', 'Mx>Me', 'network mesh', 'NL', 'NS', 'PDMS', 'PDMS elastomers', 'polymer chain', 'polymer chains', 'Polymer chains', 'polymer melts', 'precursor chains', 'probe chain', 'unattached chains', 'viscoelastic behavior']",[],Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,24,0
"['characterize the dynamics of the polymer chains', 'chemical cross-links.', 'constraint release', 'control of the mesh size', 'crosslinked elastomers', 'elastomers', 'mesh', 'Mg', 'Mx', 'Mx<Me', 'Mx>Me', 'network mesh', 'NL', 'NS', 'PDMS', 'PDMS elastomers', 'polymer chain', 'polymer chains', 'Polymer chains', 'polymer melts', 'precursor chains', 'probe chain', 'unattached chains', 'viscoelastic behavior']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,24,0
"['comprehensive discrete element model', 'DEM', 'determining the behaviour of the particles in this horizontal gas–solid channel flow', 'drag, lift and toque model', 'fluid', 'gas', 'gas–solid channel flow', 'hard-sphere model', 'horizontal channel flow', 'horizontal turbulent channel flow', 'investigate the influence of the particle shape on interacting particles flowing in a horizontal turbulent channel flow', 'large eddy simulations', 'LES', 'LES framework', 'non-spherical particles', 'numerical framework', 'particle', 'particles', 'PDA', 'phase Doppler anemometry', 'spherical particles']","['us', 'cavitation', 'drug release', 'liposomes', 'inertial cavitation', 'rarefactional phase', 'gas bubbles', 'shock waves', 'stability']",Mistral7B_KeyBERT_zero_shot,0.0,0.0,0.0,21,9
"['comprehensive discrete element model', 'DEM', 'determining the behaviour of the particles in this horizontal gas–solid channel flow', 'drag, lift and toque model', 'fluid', 'gas', 'gas–solid channel flow', 'hard-sphere model', 'horizontal channel flow', 'horizontal turbulent channel flow', 'investigate the influence of the particle shape on interacting particles flowing in a horizontal turbulent channel flow', 'large eddy simulations', 'LES', 'LES framework', 'non-spherical particles', 'numerical framework', 'particle', 'particles', 'PDA', 'phase Doppler anemometry', 'spherical particles']",[],Mistral7B_KeyBERT_one_shot,0.0,0.0,0.0,21,0
