Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['computational electromagnetics codes', 'computer architecture', 'algorithmic complexity', 'innermost loops', 'operation count', 'computer hardware', 'memory chips', 'data movement', 'iterative solvers', 'dense matrices']","['computational electromagnetics codes', 'algorithmic complexity', 'innermost loops', 'arithmetic processors', 'faster', 'codes', 'slower', 'operation count', 'complexity', 'matrix-matrix multiplications', 'dense matrices', 'implications', 'iterative solvers', 'lu factorizations', 'run times', 'cem', 'mhz', 'athlon', 'hp pa', 'reference platforms', 'memory chips', 'number', 'actual performance', 'high data movement', 'impact', 'sufficient', 'limits', 'findings']",0.25,0.7,0.3684210526315789,10,28,0.6,0.3,0.4,0.4,0.4,0.4000000000000001,0.4,0.6,0.48,0.8402828674274608,0.571715918490112
"['modified dynamic programming', 'precise estimates', 'motion vector field', 'moving objects', 'matching optimization problem', 'multiple dynamic images', 'heuristic modification', 'dynamic programming', 'real movie images', 'algorithm', 'dynamic motion analysis']","['images', 'motion estimation', 'matching optimization problem', 'dynamic programming', 'new method', 'terms', 'good performance', 'algorithm', 'sequence', 'heuristic modification', 'objects', 'motion vector field', 'dynamic motion analysis', 'correspondence vector-field computation']",0.42857142857142855,0.5454545454545454,0.4799999999999999,11,14,0.4,0.18181818181818182,0.25000000000000006,0.4,0.36363636363636365,0.380952380952381,0.42857142857142855,0.5454545454545454,0.4799999999999999,0.6779352073876378,0.4892068457857932
"['prior distributions', 'minimal probability content', 'parameter space', 'partial prior information']","['subset', 'gauss-type inequality potter', 'class', 'prior distributions restricted', 'gauss', 'specification', 'generalization', 'selection', 'bayesian decision procedure', 'minimal probability content', 'partial prior information', 'anderson', 'method', 'parameter space', 'statistical inference']",0.2,0.75,0.31578947368421056,4,15,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.2,0.75,0.31578947368421056,0.41716649980101034,0.18652597402597404
"['endogenously evolving institution', 'jobs', 'spectacular changes', 'mobility patterns', 'demographic groups']","['labor market', 'rational firms', 'good jobs', 'evolving institution', 'spectacular changes', 'decentralized setting', 'gross flows', 'hiring standards', 'mobility patterns', 'temporary', 'dynamics', 'model', 'search process', 'bad', 'secondary', 'matching', 'intermediaries', 'demographic groups', 'integration', 'utility', 'individuals', 'cost', 'unemployment', 'oil crisis', 'sudden decline', 'artemis']",0.11538461538461539,0.6,0.1935483870967742,5,26,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4,0.2,0.45350913561599926,0.1892063492063492
"['operations research', 'decision analysis', 'stochastic dynamic programming', 'statistics']","['case', 'sequential decision analysis', 'bayesian probability revision', 'game', 'stochastic dynamic programming', 'amenable', 'utility theory', 'discussion', 'suitable', 'course', 'statistics', 'operations research', 'birth', 'story line', 'material', 'development', 'subjects', 'author', 'core', 'influential scholars', 'historical context', 'contestant answers', 'monetary decisions contestants', 'difficult multiple choice questions', 'management sciences', 'millionaire', 'error']",0.1111111111111111,0.75,0.19354838709677416,4,27,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.2,0.75,0.31578947368421056,0.44576746027776776,0.19366883116883116
"['food processing', 'wireless terminals']","['food processing', 'bar code labels', 'wireless terminals', 'centralized database', 'customers', 'meat products', 'fresh tracks']",0.2857142857142857,1.0,0.4444444444444445,2,7,0.4,1.0,0.5714285714285715,0.2857142857142857,1.0,0.4444444444444445,0.2857142857142857,1.0,0.4444444444444445,0.9197207891481877,0.8333333333333333
"['information architecture', 'bilingual developments']","['bilingual web sites', 'information architecture', 'development', 'bilingual card-sorting activity', 'speech', 'resources', 'language therapists', 'sharing', 'issues', 'potential users', 'multilanguage sites', 'bilingual material', 'abstract structural analysis', 'presentation', 'aspects', 'progress', 'single', 'article', 'combination', 'particular challenges', 'use', 'observations']",0.045454545454545456,0.5,0.08333333333333334,2,22,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.5205828415955679,0.2934782608695652
"['operations research', 'or', 'linear inequalities', 'linear programming', 'mixed programming', 'mathematical programming']","['firm', 'problems', 'operations research approach', 'potential', 'ability', 'linear inequalities', 'models', 'industrial', 'transportation', 'broad spectrum', 'agricultural', 'restrictions', 'marketplace', 'goods', 'mixed variables', 'business environment', 'narrow class', 'previous', 'services', 'kind', 'available software', 'mathematical programming']",0.09090909090909091,0.3333333333333333,0.14285714285714288,6,22,0.0,0.0,0.0,0.1,0.16666666666666666,0.125,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.43386240129617787,0.19677544677544684
"['semiconductor optical amplifiers', 'design']","['all-optical xor gate', 'semiconductor optical amplifiers', 'novel design', 'additional input beam', 'cross-gain modulation', 'continuous wave light', 'clock signal', 'boolean ab']",0.125,0.5,0.2,2,8,0.2,0.5,0.28571428571428575,0.125,0.5,0.2,0.125,0.5,0.2,0.5714285040141095,0.3611111111111111
"['science academic librarian', 'academic libraries', 'donations', 'gift processing', 'library collections', 'budget', 'staff time', 'professional decisions']","['gifts', 'academic libraries', 'science academic librarian gifts', 'gift processing', 'negative aspects', 'donations', 'value', 'general public', 'universities', 'costly', 'labor-intensive', 'great amounts', 'time-consuming', 'staff time', 'direct purchases', 'positive', 'consideration', 'monetary', 'options', 'steps', 'community', 'in-kind', 'paper', 'materials', 'social relationships', 'cement', 'money', 'strategies', 'concern', 'additional routes', 'investment', 'effective', 'environment', 'moral', 'professional decisions', 'able', 'altruistic nature', 'proposed collections']",0.13157894736842105,0.625,0.21739130434782608,8,38,0.4,0.25,0.3076923076923077,0.3,0.375,0.33333333333333326,0.26666666666666666,0.5,0.3478260869565218,0.6139428282851472,0.31424216027874563
"['survey', 'personalization']","['advice', 'people', 'studies', 'information', 'internet', 'trust', 'response', 'group', 'house-hunters', 'factors capable', 'framework', 'qualitative account', 'personalization', 'article', 'survey', 'key factors-source credibility', 'dubious quality', 'good web design', 'detailed evaluations', 'predictability-are']",0.1,1.0,0.18181818181818182,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.23529411764705882,0.3143296232805729,0.10512820512820513
"['special collections', 'small academic library', 'case study', 'acquisitions policies']","['special collections', 'decisions', 'changes', 'acquisitions policies', 'development', 'tale', 'questions', 'procedures', 'academic environment', 'effect', 'small academic library', 'department', 'years']",0.23076923076923078,0.75,0.3529411764705882,4,13,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.23076923076923078,0.75,0.3529411764705882,0.7673222538525866,0.5146103896103896
"['alternative routings', 'flexible manufacturing system', 'dispatching rules', 'finite buffer capacity', 'part mix ratios', 'average flow time']","['alternative routings', 'combined dispatching', 'performance', 'average delay', 'local input buffers', 'flexible manufacturing system', 'strategies', 'simulation results', 'evaluation', 'effect', 'average machine utilization', 'average flow time', 'finite buffer capacity', 'makespan', 'paper', 'addition', 'policies', 'significant']",0.2222222222222222,0.6666666666666666,0.3333333333333333,6,18,0.2,0.16666666666666666,0.1818181818181818,0.2,0.3333333333333333,0.25,0.26666666666666666,0.6666666666666666,0.3809523809523809,0.7105538414498517,0.41517094017094014
"['management science', 'spreadsheets', 'quantitative modeling', 'decision support systems']","['educators', 'decision models', 'decade', 'spreadsheets', 'teaching management science', 'brighter future', 'enormous change', 'primary delivery vehicle', 'renaissance', 'inventory', 'paper', 'current state', '1990s', 'bleak', 'use', 'beginning', 'quantitative modeling techniques', 'outlook', 'area', 'promising new directions']",0.05,0.25,0.08333333333333334,4,20,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.4271106761255088,0.19293478260869565
"['equilibrium model', 'industry evolution']","['equilibrium model', 'quality', 'personal computer industry', 'industry evolution', 'price', 'firm numbers', 'quantity', 'peculiar patterns', 'effects', 'nature', 'cost improvements', 'industry-level data', 'process innovations', 'life cycle', 'industry filson', 'product', 'historical studies', 'paper']",0.1111111111111111,1.0,0.19999999999999998,2,18,0.4,1.0,0.5714285714285715,0.2,1.0,0.33333333333333337,0.13333333333333333,1.0,0.23529411764705882,0.8772153153380493,0.75
"['information architecture', 'information architects', 'communal infrastructure', 'local professional groups']","['information architecture', 'local professional groups', 'field', 'passel', 'resources', 'library', 'degree-granting academic programs', 'self-organizing', 'ia journal', 'profession', 'thousands', 'communal infrastructure', 'vibrant group', 'definition', 'beachhead', 'means', 'bit strange', 'new', 'difficult times']",0.15789473684210525,0.75,0.2608695652173913,4,19,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.2,0.75,0.31578947368421056,0.8310559460359725,0.6125
"['sliding mode control', 'switching variable', 'parameter variations', 'moving switching line', 'discrete output feedback', 'fast output sampling feedback', 'state feedback']","['switching line approach', 'sensitive', 'reaching phase', 'mode control systems', 'output samples', 'second order systems', 'initial conditions', 'use', 'parameter variations', 'system states', 'extraneous disturbances', 'independent', 'drawback', 'smcs', 'variable', 'simulation results', 'motion similar', 'paper', 'work', 'main contributions', 'law approach']",0.047619047619047616,0.14285714285714285,0.07142857142857142,7,21,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.06666666666666667,0.14285714285714285,0.09090909090909091,0.4361209517675965,0.2380952380952381
"['design to cost system', 'innovative product development', 'product cost modelling', 'design for automation', 'material selection module', 'process optimization module', 'design for assembly module', 'cost estimation module', 'user interface', 'machining', 'injection moulding', 'process planning']","['system', 'design', 'innovative product development', 'machining', 'material selection module', 'cost estimation module', 'cad', 'computer', 'assembly module', 'automation', 'generation', 'manufacturing processes', 'kbs', 'process optimization module', 'user interface', 'early design stage', 'injection moulding processes', 'prototype object-oriented', 'sequence', 'high manufacturing cost', 'main function', 'initial process planning', 'features', 'economical assembly technique', 'addition', 'case studies']",0.23076923076923078,0.5,0.3157894736842105,12,26,0.6,0.25,0.35294117647058826,0.4,0.3333333333333333,0.3636363636363636,0.4,0.5,0.4444444444444445,0.6671143062277957,0.42559523809523814
"['machining frictional boundary conditions', 'fractals', 'aluminium alloy', 'tool rake face', 'cutting speed']","['non-euclidean contact geometry', 'dimension', 'geometry', 'aluminium alloy', 'machining', 'conventional assumptions', 'tool-chip interface', 'tool rake face', 'fractals presents experimental evidence', 'existence', 'fractals', 'variation', 'description', 'machining frictional boundary conditions', 'speed']",0.26666666666666666,0.8,0.4,5,15,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.26666666666666666,0.8,0.4,0.5174543332376798,0.2741883116883117
"['injection moulding', 'body forces', 'sources', 'boundary value problems']","['body forces', 'sources', 'sup', 'nonlinear effect', 'equations', 'nonlinear systems', 'non-newtonian hele-shaw flows', 'nonisothermal', 'presence', 'certain boundary value problems', 'weak solutions', 'existence', 'darcy law', 'injection moulding', 'three-dimensional domain', 'role', 'pressure gradient', 'formulation', 'paper', 'formal derivation', 'general mathematical setting']",0.14285714285714285,0.75,0.24,4,21,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.2,0.75,0.31578947368421056,0.8229026053910775,0.599025974025974
"['bounded rationality', 'decision making', 'rational thinking', 'emotion']","['emotions', 'bounded rationality', 'source', 'kaufman', 'kaufman bruce kaufman', 'unidimensional idea', 'long tradition', 'violent force', 'comment', 'thinkers', 'connection', 'paper', 'article', 'reason', 'objective', 'effects', 'decision', 'cognitive constraints']",0.05555555555555555,0.25,0.0909090909090909,4,18,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.5130460655376278,0.26785714285714285
"['librarian', 'underground poetry', 'publishing', 'library collections', 'literature', 'culture']","['underground poetry', 'world', 'important role', 'powerful encounter', 'literature', 'unique', 'culture', 'librarian', 'library collections', 'strategies', 'total immersion', 'acquisitions difficulties', 'local focus', 'action']",0.35714285714285715,0.8333333333333334,0.5,6,14,0.4,0.3333333333333333,0.3636363636363636,0.5,0.8333333333333334,0.625,0.35714285714285715,0.8333333333333334,0.5,0.782735917490677,0.5473544973544974
"['operations research', 'nonlinear programming']","['goods', 'advertising campaign', 'operations research problems', 'services', 'approach', 'mathematical model', 'corresponding nonlinear programming problems', 'framework', 'basis', 'belenky', 'linear constraints', 'optimization']",0.0,0.0,0.0,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31798276946713805,0.14285714285714285
"['management science', 'modeling', 'numeracy skills', 'formal models', 'decision analysis']","['management science', 'basic modeling skills', 'students', 'part-time practitioners', 'arts', 'teaching modeling', 'simulation', 'decision analysis', 'optimization', 'mba', 'radical proposition', 'years', 'heart', 'group', 'impressive array', 'working hypothesis', 'similar programs', 'queuing', 'tools', 'best', 'hierarchy', 'necessary', 'paper', 'essay', 'fact', 'foundation', 'framework', 'courses']",0.07142857142857142,0.4,0.12121212121212122,5,28,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4,0.2,0.6515637263400421,0.3467741935483871
"['navigational aid', 'information interactivity']","['information interaction', 'content', 'information system', 'user', 'model', 'role', 'computer', 'land', 'navigational aid', 'blueprint', 'no-man', 'important', 'article', 'process', 'people', 'context', 'framework']",0.058823529411764705,0.5,0.10526315789473684,2,17,0.0,0.0,0.0,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.328916011162289,0.1111111111111111
"['science', 'technology', 'medicine', 'rare materials', 'policy formation', 'basic reference tools', 'collection development']","['science', 'technology', 'medicine', 'history', 'materials', 'collection development', 'article', 'detailed advice', 'basic reference tools', 'new', 'out-of-print', 'methods', 'policy formation', 'beginner', 'acquisitions', 'fields', 'necessary basis', 'focus', 'success', 'endeavor']",0.3,0.8571428571428571,0.4444444444444444,7,20,0.6,0.42857142857142855,0.5,0.5,0.7142857142857143,0.588235294117647,0.4,0.8571428571428571,0.5454545454545455,0.9002365641272351,0.7167277167277166
"['simulating rainfall', 'crop production modeling', 'covariance matrix', 'rainfall records', 'rainfall data', 'spatial correlation', 'multivariate normal distribution']","['spatial rainfall simulator', 'meteorological stations', 'spatial units', 'wards', 'small number', 'dekads', 'district', 'long-term meteorological records', 'set', 'crop production modeling', 'available', 'methodology', 'intra-seasonal temporal correlation', 'multivariate normal distribution', 'rainfall parameters', 'small grains', 'maize', 'yields', 'areas', 'preliminary analysis', 'groundnuts', 'long time series', 'situations', 'southern africa', 'zimbabwe', 'food system', 'sites', 'useful', 'paper', 'cross-validation', 'negligible', 'larger simulation model', 'scarce', 'mean', 'standard deviation', 'work', 'year', 'covariance matrix', 'interpolation process', 'distance measure', 'related variables']",0.07317073170731707,0.42857142857142855,0.125,7,41,0.0,0.0,0.0,0.1,0.14285714285714285,0.11764705882352941,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.40264209378272126,0.13486096192863112
"['enzymatic reactions', 'nonlinear dependency', 'metabolite concentration', 'saturation kinetics', 'biochemical system', 'ordinary differential equations', 'saddle connection', 'stable limit cycles', 'bifurcation']","['system coordination', 'enzymatic reactions', 'large amplitude oscillations', 'stable limit cycles', 'bifurcation', 'unbounded solutions', 'loss', 'essential feature', 'set', 'globally-stable steady-state', 'canard explosion', 'certain maximum enzyme activities', 'changes', 'subsequent disappearance', 'domain', 'unique', 'attraction', 'sensitive', 'false', 'metabolite concentration', 'distinct responses', 'collapse', 'nonlinear dependency', 'states', 'ordinary differential equations', 'appearance', 'form', 'transition', 'nonnegative data', 'enzyme-catalysed reaction system', 'instantaneous', 'saturation kinetics', 'particular', 'action', 'flow', 'liu', 'phenomenon', 'saddle connection', 'results', 'paper', 'relevance', 'possible consequences', 'global stability']",0.18604651162790697,0.8888888888888888,0.3076923076923077,9,43,0.6,0.3333333333333333,0.42857142857142855,0.3,0.3333333333333333,0.3157894736842105,0.2,0.3333333333333333,0.25,0.62910125488887,0.3212458971869727
"['support structure design', 'subtractive shaping theories', 'layered manufacturing process', 'material removal process', 'stock layers', 'numerical control machining configurations', 'stacking operations', 'input format', 'raw materials', 'floating overhang', 'cantilever', 'vaulted overhang', 'ceiling', 'stress', 'deflection analysis']","['support structure design', 'layer-based machining', 'overhang', 'additive', 'paper', 'subtractive shaping theories', 'situations', 'input format', 'raw materials', 'cantilever', 'numerical control machining configurations', 'stock layers', 'operations', 'major issue', 'considerations', 'material removal process', 'machining-based systems', 'ceiling', 'characteristics', 'interest', 'promising method', 'recent development', 'stress', 'manufacturing process', 'necessity', 'deflection analysis', 'previous research', 'large castle model']",0.39285714285714285,0.7333333333333333,0.5116279069767441,15,28,0.2,0.06666666666666667,0.1,0.5,0.3333333333333333,0.4,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.7717176406617667,0.5009616792225489
"['injection moulding', 'boundary element method', 'cavity temperature distributions', 'cooling stage', 'iterative algorithm', 'objective function', 'optimization']","['lines', 'three-dimensional optimum design', 'boundary element design sensitivity analysis', 'injection moulds', 'cavity temperature distributions', 'objective temperature', 'objective function', 'positions', 'radii', 'difference', 'optimization techniques', 'stage', 'three-dimensional numerical simulation', 'boundary integral sensitivity formulations', 'iterative algorithm', 'minimum value', 'boundary element method']",0.23529411764705882,0.5714285714285714,0.3333333333333333,7,17,0.2,0.14285714285714285,0.16666666666666666,0.2,0.2857142857142857,0.23529411764705882,0.2,0.42857142857142855,0.27272727272727276,0.5234898766276235,0.2815726290516206
"['ultimate control group', 'hierarchical organization', 'organizational structures', 'authority structures']","['ultimate control group empirical research', 'organization', 'author', 'firms', 'consistent', 'accountable', 'superiors', 'intuitions', 'results', 'nature', 'subordinates', 'circular structures', 'analytic machinery', 'familiar economic settings', 'easy', 'basis', 'operational', 'voting', 'literature', 'mild restrictions', 'way', 'case']",0.0,0.0,0.0,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33435994381305656,0.15384615384615385
"['materials requirements planning', 'market demand', 'strategic stocks', 'safety stocks', 'service level', 'peak demand']","['strategic stocks', 'safety', 'materials requirements planning performance', 'methodology', 'study', 'mrp', 'environments', 'market demand', 'uncertainty', 'trade-offs', 'dimensioning', 'simulation', 'set', 'paper', 'replenishment order triggering', 'new', 'quantitative manner', 'decisions', 'system specific', 'guidelines', 'target service level', 'peak demand conditions', 'benefits', 'value']",0.08333333333333333,0.3333333333333333,0.13333333333333333,6,24,0.2,0.16666666666666666,0.1818181818181818,0.2,0.3333333333333333,0.25,0.13333333333333333,0.3333333333333333,0.19047619047619044,0.6513160721956975,0.35119047619047616
"['impulse turbine blades', 'wave energy power conversion', 'fused decomposition modelling', 'rapid prototyping', 'concurrent engineering', 'solid modelling', 'finite element analysis']","['impulse turbine blades', 'innovative manufacture', 'wave energy power conversion', 'fdm', 'design', 'experimental analysis', 'innovative approach', 'cad', 'computer', 'cam -rrb- package pro-engineer', 'limerick', 'centrifugal loads', 'university', 'detailed finite element analysis', 'rapid prototyping', 'decomposition modelling', 'wert', 'objective', 'guide vanes', 'three-dimensional solid modelling', 'pro-mechanica', 'paper', 'time', 'effective manner', 'pro-e data', 'concurrent engineering approach']",0.11538461538461539,0.42857142857142855,0.18181818181818182,7,26,0.4,0.2857142857142857,0.3333333333333333,0.2,0.2857142857142857,0.23529411764705882,0.2,0.42857142857142855,0.27272727272727276,0.7062962667828365,0.39999999999999997
"['counterpropagating feedback configuration', 'gain nonlinearity', 'mutual gain modulation', 'extinction ratio']","['soas', 'two-cascaded semiconductor optical amplifiers', 'counterpropagating feedback configuration', 'amplifiers', 'wide range', 'wavelength', 'authors', 'mutual gain modulation', 'extinction ratio higher']",0.2222222222222222,0.5,0.30769230769230765,4,9,0.2,0.25,0.22222222222222224,0.2222222222222222,0.5,0.30769230769230765,0.2222222222222222,0.5,0.30769230769230765,0.5400801217835832,0.32765151515151514
"['blitzogram', 'histograms', 'probability distributions']","['interactive histograms', 'blitzograms', 'trend', 'probability distributions', 'students', 'better tacit understanding', 'application', 'managers', 'commercial monte carlo simulation packages', 'author hopes', 'academic exercise', 'instantaneous', 'computers', 'iterative', 'crystal ball', 'available']",0.0625,0.3333333333333333,0.10526315789473684,3,16,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.42511863025511243,0.19444444444444445
"['undirected graphs', 'spanning trees', 'minimal paths', 'circuit analysis']","['flow', 'trees', 'algorithm', 'mps', 'circuit analysis', 'flow spanning tree enumeration', 'minimal paths', 'important issue', 'undirected graphs', 'computer network', 'node pair', 'paper', 'case', 'task', 'system', 'structured approach', 'steps', 'easy']",0.16666666666666666,0.75,0.27272727272727276,4,18,0.2,0.25,0.22222222222222224,0.3,0.75,0.4285714285714285,0.2,0.75,0.31578947368421056,0.4889878447353229,0.2573934837092732
"['discounted utility model', 'hyperbolic discounting models', 'intertemporal preferences', 'health outcomes', 'social decisions']","['hyperbolic discounting models', 'private intertemporal preferences', 'health', 'private', 'social', 'substantial evidence', 'utility model', 'non-fatal changes', 'study', 'specific functional forms', 'context', 'case', 'monetary outcomes', 'data', 'results', 'stationarity axiom', 'comparison', 'similar']",0.05555555555555555,0.2,0.08695652173913045,5,18,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.6458821163020132,0.38181818181818183
"['information architecture', 'law enforcement agency', 'graphical user interface', 'simplified navigation', 'law enforcement users']","['system', 'users', 'copnet', 'rms', 'older system', 'easy navigation', 'law enforcement agency', 'experts', 'easier', 'better interface', 'evaluations', 'study', 'usable system', 'use behavior', 'legacy', 'higher', 'information architecture', 'second', 'nonexperts', 'findings', 'noticeable', 'effective', 'time', 'implications', 'article', 'difficult', 'adept', 'reasons', 'mistakes']",0.06896551724137931,0.4,0.1176470588235294,5,29,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.397914538526832,0.14585084033613444
"['modularity', 'technology', 'organization', 'property rights', 'cooperating parties', 'nonmodular structures', 'decision rights', 'rights of alienation']","['property rights', 'organization', 'literature', 'modularity', 'modularity theory', 'nonmodular structures', 'firm', 'protected spheres', 'rights-understood', 'partitioning', 'paper', 'technology', 'authority-among cooperating parties', 'alienation', 'residual claims', 'terms', 'outlines', 'attempt', 'income']",0.2631578947368421,0.625,0.37037037037037035,8,19,0.6,0.375,0.4615384615384615,0.4,0.5,0.4444444444444445,0.3333333333333333,0.625,0.43478260869565216,0.8501481275117896,0.615530303030303
"['flexible manufacturing system', 'fuzzy logic', 'multiple decision points', 'scheduling', 'simulation']","['parts', 'intelligent fuzzy decision system', 'flexible manufacturing system', 'real-time scheduling', 'multiple performance measures', 'system performance', 'dispatching', 'multi-decision points', 'fms', 'paper', 'multiple decision points', 'alternative routing possibilities', 'characteristics', 'fuzzy logic approach', 'contrast', 'good level', 'promising tool', 'traditional rules', 'priority', 'simulation model']",0.1,0.4,0.16000000000000003,5,20,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.13333333333333333,0.4,0.2,0.48918968625887865,0.2334650856389987
"['emotion', 'bounded rationality']","['hanoch', 'rationality', 'author', 'comment', 'emotion', 'reply', 'yerkes-dodson law', 'ibid', 'role', 'vol', 'model', 'paper', 'addition', 'criticisms', 'central hypothesis', 'wrong characterization', 'challenge', 'positions']",0.05555555555555555,0.5,0.09999999999999999,2,18,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.3790666146352906,0.15263157894736842
"['battery energy storage system', 'voltage compensation']","['alaska', 'support', 'voltage compensation', 'battery energy storage system', 'author', 'paper', 'biggest battery', 'construction', 'world', 'kv northern intertie']",0.2,1.0,0.33333333333333337,2,10,0.4,1.0,0.5714285714285715,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,0.57064171895532,0.41666666666666663
"['networked environments', 'networked electronic environment design', 'communities']","['internet', 'new urban internet', 'livable communities', 'web site', 'design networked environments', 'economic development', 'neighborhoods', 'applications', 'efficient ecosystems', 'challenge', 'real', 'simple linkage', 'civic activities', 'information architects', 'change', 'path', 'sure', 'place', 'aesthetic beauty', 'parks', 'streets', 'idea', 'way', 'wholeness', 'principles', 'context', 'core', 'safe', 'process', 'absurd', 'construction', 'parallel', 'building', 'human interaction']",0.0,0.0,0.0,3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27027476390778743,0.08108108108108109
['fair market value'],"['out-of print books', 'factors', 'fair market value', 'data', 'condition', 'edition', 'dust jacket', 'available', 'autograph', 'information', 'addition', 'fot pt', 'patterson study', 'titles', 'ibid']",0.06666666666666667,1.0,0.125,1,15,0.2,1.0,0.33333333333333337,0.1,1.0,0.18181818181818182,0.06666666666666667,1.0,0.125,0.5,0.3333333333333333
"['special collections', 'electronic revolution']","['acquisitions', 'special collection', 'article', 'james ford bell library', 'approaches', 'commentary', 'electronic revolution']",0.14285714285714285,0.5,0.22222222222222224,2,7,0.0,0.0,0.0,0.14285714285714285,0.5,0.22222222222222224,0.14285714285714285,0.5,0.22222222222222224,0.3978088012057571,0.19642857142857142
"['business school management science course', 'management science', 'profession']","['business school management science course', 'mba programs', 'problems', 'applicable', 'algorithms', 'profession', 'causes', 'time', 'scarce', 'short', 'data', 'politics', 'ill-defined', 'dominant', 'rational', 'world', 'decision makers', 'suitable', 'non-existent', 'words', 'failure', 'contrast', 'habit', 'poor student mathematical preparation', 'students', 'narrow subset', 'professional introversion', 'russell ackoff', 'attention', 'interest', 'needs', 'issues', 'uninterested', 'acceptable justification', 'poor teaching outcomes', 'reality', 'algorithm-based course', 'traditional model', 'general management program', 'job', 'decline']",0.04878048780487805,0.6666666666666666,0.0909090909090909,3,41,0.2,0.3333333333333333,0.25,0.2,0.6666666666666666,0.30769230769230765,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.7229220098292041,0.46825396825396826
"['quantitative computed tomography imaging', 'foreign metal bodies', 'statistical image reconstruction', 'iterative algorithm', 'alternating minimization', 'noise', 'scatter', 'polyenergetic spectra', 'clinical possibility', 'deterministic iterative deblurring', 'filtered backprojection']","['severe artifacts', 'fbp', 'reconstruction algorithms', 'patients', 'scattered radiation', 'polyenergetic spectrum', 'measurement noise', 'ct detector model', 'metal object', 'pose', 'mismatches', 'deterministic iterative deblurring', 'conventional', 'backprojection', 'simplified model', 'impact', 'signal acquisition', 'contrary', 'physical process', 'dominant view', 'literature', 'streaks', 'performance', 'computer simulations', 'shape', 'tissue attenuation coefficients', 'aliasing', 'object-constrained ct', 'prior knowledge', 'metal intracavitary applicators', 'quantitative computed tomography imaging', 'acceptable levels', 'quantitative estimation', 'combination', 'presence', 'attenuation map', 'images', 'foreign metal bodies', 'minimization', 'promising approach', 'clinical possibility', 'prospects']",0.09523809523809523,0.36363636363636365,0.1509433962264151,11,42,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.09090909090909091,0.07692307692307691,0.4366111478516038,0.1723442161659065
